tsne_x,tsne_y,file_name,sound_type,id,gender,age,native_language,country,health,grid_x,grid_y,start_time,end_time
0.8748094,0.2905723,m0020_0_sigh,sigh,m0020, male,24, India, HI, yes,120,37,3466.512,3467.592
0.7252787,0.50515205,m0264_0_laughter,laughter,m0264, male,48, United States of America, EN, no,104,80,3467.592,3468.672
0.5831081,0.2797811,f1518_0_sniff,sniff,f1518, female,26, United States of America, EN, no,58,35,3468.672,3469.752
0.6739242,0.16947773,m2158_0_sniff,sniff,m2158, male,33, United States of America, EN, no,86,22,3469.752,3470.832
0.82709414,0.45059633,m1978_0_laughter,laughter,m1978, male,28, Brazil, PT, no,122,76,3470.832,3471.912
0.6382864,0.800716,f2038_0_throatclearing,throatclearing,f2038, female,46, United States of America, EN, no,93,120,3471.912,3472.992
0.6134962,0.041059032,f1048_0_sniff,sniff,f1048, female,35, Canada, EN, no,63,3,3472.992,3474.072
0.79817075,0.7757009,f2535_1_throatclearing,throatclearing,f2535, female,24, United States of America, EN, no,130,127,3474.072,3475.152
0.764649,0.17832118,m2647_0_sneeze,sneeze,m2647, male,19, Italy, IT, no,109,19,3475.152,3476.232
0.8614217,0.31860152,m1723_0_sigh,sigh,m1723, male,32, United States of America, EN, no,118,44,3476.232,3477.312
0.049611576,0.5356599,m0989_0_laughter,laughter,m0989, male,31, United States of America, EN, no,3,93,3477.312,3478.392
0.230923,0.53672814,m2778_0_laughter,laughter,m2778, male,26, India, TE, no,22,85,3478.392,3479.472
0.34387657,0.61358875,m1295_0_laughter,laughter,m1295, male,41, United Kingdom, EN, no,24,102,3479.472,3480.552
0.80022717,0.20329498,f2422_0_sniff,sniff,f2422, female,27, Brazil, PT, no,116,21,3480.552,3481.632
0.37911242,0.7269305,m1010_0_cough,cough,m1010, male,29, Romania, RO, no,22,106,3481.632,3482.712
0.6134446,0.0,m1062_0_sniff,sniff,m1062, male,31, India, ML, no,62,0,3482.712,3483.792
0.6640893,0.19020055,f0295_0_sniff,sniff,f0295, female,25, United States of America, EN, no,82,25,3483.792,3484.872
0.5163473,0.8146739,f2450_0_cough,cough,f2450, female,37, United States of America, EN, no,61,120,3484.872,3485.952
0.46834755,0.70531654,m0602_0_cough,cough,m0602, male,31, United States of America, EN, no,42,102,3485.952,3487.032
0.60453296,0.01594695,m0670_0_sniff,sniff,m0670, male,33, India, HI, no,59,0,3487.032,3488.112
0.86192566,0.45142117,f0543_0_sigh,sigh,f0543, female,21, Italy, RO, no,132,84,3488.112,3489.048
0.2039693,0.42613512,f1297_0_laughter,laughter,f1297, female,29, United States of America, EN, no,25,42,3489.048,3490.128
0.6930207,0.028581623,f2172_0_sniff,sniff,f2172, female,48, United States of America, EN, no,99,4,3490.128,3491.208
0.77734804,0.19919448,m1109_0_sneeze,sneeze,m1109, male,39, India, ML, no,110,23,3491.208,3492.288
0.5853167,0.08939343,m1532_0_sniff,sniff,m1532, male,45, United States of America, EN, no,47,10,3492.288,3493.368
0.70975333,0.5203492,f2686_0_sigh,sigh,f2686, female,38, India, ML, no,102,83,3493.368,3494.448
0.042613704,0.39992297,f1282_0_laughter,laughter,f1282, female,34, United States of America, EN, no,1,32,3494.448,3495.528
0.44617555,0.7050575,m0352_0_cough,cough,m0352, male,23, United States of America, ES, no,34,100,3495.528,3496.608
0.685122,0.28335872,m2597_0_sniff,sniff,m2597, male,39, India, HI, no,94,38,3496.608,3497.688
0.7642825,0.39847448,m2487_0_sigh,sigh,m2487, male,30, India, TA, no,105,59,3497.688,3498.768
0.9352794,0.36845976,m2809_0_sigh,sigh,m2809, male,33, United States of America, EN, no,137,63,3498.768,3499.848
0.7537285,0.77909636,f3327_0_throatclearing,throatclearing,f3327, female,57, United States of America, EN, no,120,126,3499.848,3500.928
0.8363583,0.42566448,m1041_0_sigh,sigh,m1041, male,64, United States of America, EN, no,121,70,3500.928,3502.008
0.56482655,0.19749677,f0835_0_sniff,sniff,f0835, female,37, United States of America, EN, no,45,23,3502.008,3502.764
0.49889407,0.45727456,f1443_0_sneeze,sneeze,f1443, female,20, United States of America, EN, no,49,61,3502.764,3503.844
0.9602417,0.29240873,f3185_0_sigh,sigh,f3185, female,22, United States of America, EN, no,137,37,3503.844,3504.924
0.1932203,0.49803206,m2525_0_laughter,laughter,m2525, male,36, Jamaica, EN, yes,22,65,3504.924,3506.004
0.72248524,0.5819699,m0857_0_sneeze,sneeze,m0857, male,20, Italy, IT, no,108,90,3506.004,3507.084
0.79820895,0.72524065,m2490_0_throatclearing,throatclearing,m2490, male,42, India, ML, no,126,117,3507.084,3508.164
0.8860215,0.45521334,f2399_0_sigh,sigh,f2399, female,20, United States of America, EN, no,139,90,3508.164,3509.244
0.7021763,0.15625189,m0980_0_sniff,sniff,m0980, male,29, United States of America, EN, no,95,20,3509.244,3510.324
0.88212913,0.3730395,m2198_0_sigh,sigh,m2198, male,51, United States of America, EN, no,126,60,3510.324,3511.404
0.8863247,0.31643695,m1076_0_sigh,sigh,m1076, male,25, Brazil, PT, no,122,43,3511.404,3512.484
0.75670403,0.6742382,m3318_0_throatclearing,throatclearing,m3318, male,24, Brazil, PT, no,115,101,3512.484,3513.564
0.14329195,0.43959838,f2133_0_laughter,laughter,f2133, female,22, United States of America, EN, no,16,50,3513.564,3514.644
0.14249894,0.52773243,m2894_0_laughter,laughter,m2894, male,39, United States of America, EN, no,14,85,3514.644,3515.724
0.39965597,0.5505047,m2881_0_laughter,laughter,m2881, male,45, United States of America, ZH, no,38,76,3515.724,3516.804
0.109565794,0.5574321,m0670_0_laughter,laughter,m0670, male,33, India, HI, no,9,105,3516.804,3517.884
0.70642525,0.022211667,m1914_0_sniff,sniff,m1914, male,38, United Kingdom, EN, no,107,2,3517.884,3518.784
0.23663513,0.46265903,m0665_0_laughter,laughter,m0665, male,23, Brazil, PT, yes,26,53,3518.784,3519.864
0.55722606,0.22019055,f1201_0_sniff,sniff,f1201, female,31, Italy, IT, no,46,26,3519.864,3520.944
0.8384408,0.39521104,m1569_0_sigh,sigh,m1569, male,34, United States of America, EN, no,117,60,3520.944,3522.024
0.40833178,0.78208554,m0084_0_cough,cough,m0084, male,42, Italy, IT, no,25,116,3522.024,3523.104
0.6491201,0.29194298,f3183_0_sneeze,sneeze,f3183, female,35, United States of America, EN, no,80,39,3523.104,3524.184
0.46564615,0.6616289,f1273_0_cough,cough,f1273, female,48, Jamaica, EN, no,41,95,3524.184,3525.264
0.66471255,0.24357507,m2136_0_sneeze,sneeze,m2136, male,21, Brazil, PT, no,85,33,3525.264,3526.344
0.51779217,0.8262888,m3021_0_cough,cough,m3021, male,21, United States of America, ES, no,61,122,3526.344,3527.424
0.15575181,0.5507987,m1681_0_laughter,laughter,m1681, male,21, United States of America, EN, no,15,100,3527.424,3528.504
0.11501003,0.5346156,m1694_0_laughter,laughter,m1694, male,42, United Kingdom, EN, no,10,92,3528.504,3529.584
0.6082491,0.9433056,f0461_0_cough,cough,f0461, female,32, United States of America, EN, no,100,140,3529.584,3530.664
0.92784005,0.20329702,f0574_0_sigh,sigh,f0574, female,32, United States of America, EN, no,135,5,3530.664,3531.744
0.5295529,0.23207225,f1751_0_sniff,sniff,f1751, female,44, United States of America, EN, no,34,24,3531.744,3532.824
0.49365252,0.769035,m2363_0_cough,cough,m2363, male,21, United States of America, EN, no,53,113,3532.824,3533.904
0.72275794,0.06146325,m2311_0_sniff,sniff,m2311, male,33, United States of America, EN, no,113,6,3533.904,3534.984
0.7780246,0.46540412,f2822_0_sneeze,sneeze,f2822, female,24, United States of America, EN, no,112,74,3534.984,3536.064
0.14617863,0.56951326,m2379_0_laughter,laughter,m2379, male,21, Italy, IT, no,12,108,3536.064,3537.144
0.56473225,0.5414953,m2163_0_sneeze,sneeze,m2163, male,50, United States of America, EN, no,64,82,3537.144,3538.224
0.11296946,0.4226075,f1683_0_laughter,laughter,f1683, female,32, United States of America, EN, no,11,44,3538.224,3539.304
0.06000937,0.35442615,f1696_0_laughter,laughter,f1696, female,52, India, ML, no,0,6,3539.304,3540.384
0.71598685,0.4226175,m0508_0_sigh,sigh,m0508, male,33, United States of America, EN, no,98,62,3540.384,3541.464
0.95606995,0.28690973,f1515_0_sigh,sigh,f1515, female,22, United States of America, EN, no,136,36,3541.464,3542.544
0.63207936,0.51075935,m1687_0_sneeze,sneeze,m1687, male,58, United States of America, EN, no,82,75,3542.544,3543.192
0.7584024,0.35422415,m2283_0_throatclearing,throatclearing,m2283, male,24, United States of America, EN, no,103,50,3543.192,3544.272
0.11045778,0.47237244,m1609_1_laughter,laughter,m1609, male,50, United States of America, EN, no,11,55,3544.272,3545.352
0.5024216,0.40167886,f0632_0_sneeze,sneeze,f0632, female,34, United States of America, EN, no,46,45,3545.352,3545.928
0.60160965,0.4994861,f1332_0_sneeze,sneeze,f1332, female,39, United States of America, EN, no,74,74,3545.928,3546.792
0.3463995,0.60624814,m2131_0_laughter,laughter,m2131, male,42, United States of America, EN, no,26,99,3546.792,3547.872
0.68583864,0.021503437,m0169_0_sniff,sniff,m0169, male,37, United States of America, EN, no,94,2,3547.872,3548.952
0.14277162,0.47709206,m2124_0_laughter,laughter,m2124, male,38, United States of America, EN, no,15,56,3548.952,3550.032
0.6631183,0.5946656,m1678_0_sneeze,sneeze,m1678, male,20, Brazil, PT, no,93,92,3550.032,3551.112
0.41260412,0.49140897,m0945_0_throatclearing,throatclearing,m0945, male,22, Italy, IT, no,36,71,3551.112,3552.192
0.62000066,0.9225667,f2349_0_cough,cough,f2349, female,30, Nigeria, EN, no,105,139,3552.192,3553.272
0.6394149,0.039492596,f3079_0_sniff,sniff,f3079, female,43, United States of America, EN, no,74,4,3553.272,3554.352
0.53195804,0.36670613,m0439_0_sniff,sniff,m0439, male,46, United States of America, EN, no,48,39,3554.352,3555.432
0.6103218,0.48466092,f0698_0_sneeze,sneeze,f0698, female,33, India, ML, no,77,70,3555.432,3556.512
0.83884794,0.727283,m2270_0_throatclearing,throatclearing,m2270, male,33, United States of America, EN, no,138,120,3556.512,3557.592
0.47211063,0.46083438,f1398_0_sneeze,sneeze,f1398, female,33, United States of America, EN, no,43,62,3557.592,3558.672
0.43134004,0.4002213,m0436_0_throatclearing,throatclearing,m0436, male,26, Brazil, PT, no,31,37,3558.672,3559.752
0.65927297,0.8392565,f0581_2_throatclearing,throatclearing,f0581, female,28, United States of America, EN, no,105,133,3559.752,3560.832
0.6870065,0.7248988,f1372_0_throatclearing,throatclearing,f1372, female,26, United States of America, EN, no,101,110,3560.832,3561.516
0.6311434,0.17687601,f3084_0_sniff,sniff,f3084, female,24, United Kingdom, EN, no,73,24,3561.516,3562.596
0.57751626,0.79115915,f0053_0_cough,cough,f0053, female,26, United States of America, EN, no,74,118,3562.596,3563.676
0.7688036,0.15263179,m3290_0_sigh,sigh,m3290, male,22, Brazil, PT, no,119,10,3563.676,3564.756
0.48180172,0.8334208,m2751_0_cough,cough,m2751, male,30, United States of America, EN, no,50,123,3564.756,3565.836
0.6487166,0.3836466,m2041_0_sneeze,sneeze,m2041, male,31, United States of America, EN, no,84,54,3565.836,3566.916
0.6406419,0.85901034,f1311_0_cough,cough,f1311, female,34, Brazil, PT, no,102,133,3566.916,3567.996
0.67858505,0.11861672,m2723_0_sniff,sniff,m2723, male,22, India, EN, no,88,14,3567.996,3569.076
0.62577164,0.17939971,f0571_0_sniff,sniff,f0571, female,28, United States of America, EN, no,70,24,3569.076,3570.156
0.8016585,0.46837717,f1354_0_sigh,sigh,f1354, female,30, United States of America, EN, no,119,79,3570.156,3571.236
0.72160786,0.16944177,f2792_0_sigh,sigh,f2792, female,31, Italy, IT, no,99,22,3571.236,3572.172
0.5801847,0.048894297,m1876_0_sniff,sniff,m1876, male,32, United Kingdom, EN, no,41,5,3572.172,3573.252
0.661846,0.6748479,m1143_0_throatclearing,throatclearing,m1143, male,51, United States of America, ES, no,95,100,3573.252,3574.332
0.5217457,0.9109535,f1381_0_throatclearing,throatclearing,f1381, female,24, United States of America, EN, no,56,130,3574.332,3575.412
0.7284821,0.78281903,f0607_0_throatclearing,throatclearing,f0607, female,35, United States of America, EN, no,116,126,3575.412,3576.492
0.411899,0.3854875,m2593_0_sigh,sigh,m2593, male,25, India, EN, yes,28,31,3576.492,3577.572
0.3561946,0.84023166,m1804_0_cough,cough,m1804, male,38, United States of America, EN, no,6,133,3577.572,3578.652
0.90824735,0.4570146,m0656_0_sigh,sigh,m0656, male,30, United States of America, EN, no,143,94,3578.652,3579.732
0.39659047,0.49088886,m1150_0_laughter,laughter,m1150, male,35, United States of America, EN, no,33,70,3579.732,3580.812
0.6712283,0.15712233,m0641_0_throatclearing,throatclearing,m0641, male,33, India, ML, no,85,20,3580.812,3581.892
0.8810815,0.44994953,f0457_0_sigh,sigh,f0457, female,30, United States of America, EN, no,136,86,3581.892,3582.972
0.5541873,0.9667173,f2914_0_cough,cough,f2914, female,47, United States of America, EN, no,72,141,3582.972,3584.052
0.59748256,0.41677153,f2966_0_sniff,sniff,f2966, female,26, Italy, IT, no,69,56,3584.052,3585.132
0.9632199,0.24369767,f2961_0_sigh,sigh,f2961, female,26, United Kingdom, EN, no,139,22,3585.132,3586.212
0.84113926,0.6762062,m1729_0_throatclearing,throatclearing,m1729, male,21, United States of America, EN, no,138,100,3586.212,3587.292
0.43118268,0.7707859,m0079_0_cough,cough,m0079, male,22, United Kingdom, EN, no,32,112,3587.292,3588.372
0.73712474,0.51542044,m1637_0_sigh,sigh,m1637, male,24, United States of America, EN, no,108,85,3588.372,3588.984
0.57491225,0.33548126,f2259_0_sniff,sniff,f2259, female,31, United States of America, KO, no,58,40,3588.984,3590.064
0.14332005,0.4313736,f1152_0_laughter,laughter,f1152, female,29, United States of America, EN, no,15,47,3590.064,3591.144
0.6763189,0.82593626,f1518_0_throatclearing,throatclearing,f1518, female,26, United States of America, EN, no,109,132,3591.144,3592.224
0.5287503,0.40934786,f1245_0_sneeze,sneeze,f1245, female,26, United States of America, EN, yes,54,51,3592.224,3593.304
0.62613523,0.39090753,f1947_1_sneeze,sneeze,f1947, female,35, United States of America, EN, no,76,53,3593.304,3594.384
0.11717218,0.51781374,m1318_0_laughter,laughter,m1318, male,34, Canada, EN, no,11,80,3594.384,3595.464
0.58875465,0.4033566,f0710_0_sneeze,sneeze,f0710, female,22, United States of America, EN, no,66,53,3595.464,3596.544
0.8035846,0.7262718,m2969_0_throatclearing,throatclearing,m2969, male,40, Brazil, EN, yes,127,116,3596.544,3597.624
0.69366115,0.7967465,f1956_1_cough,cough,f1956, female,24, United States of America, EN, no,110,127,3597.624,3598.704
0.15759297,0.53526074,m3058_0_laughter,laughter,m3058, male,20, Italy, IT, no,16,89,3598.704,3599.784
0.5590978,0.39960545,m1750_0_throatclearing,throatclearing,m1750, male,35, India, TA, no,59,50,3599.784,3600.864
0.52372974,0.38707075,m0103_0_sigh,sigh,m0103, male,37, Canada, EN, no,49,43,3600.864,3601.944
0.76946443,0.7822015,f0290_0_throatclearing,throatclearing,f0290, female,27, United States of America, EN, no,123,127,3601.944,3603.024
0.6852287,0.74907434,f1716_0_throatclearing,throatclearing,f1716, female,47, United States of America, EN, no,103,116,3603.024,3604.104
0.9598734,0.20992087,f0302_0_sigh,sigh,f0302, female,21, United States of America, EN, no,141,3,3604.104,3605.184
0.6271355,0.6422503,f2956_0_throatclearing,throatclearing,f2956, female,36, United States of America, EN, no,84,97,3605.184,3606.264
0.6972051,0.69332725,m0225_0_throatclearing,throatclearing,m0225, male,23, Italy, IT, no,105,106,3606.264,3607.344
0.93125623,0.38111466,m1551_0_laughter,laughter,m1551, male,27, Canada, EN, no,137,66,3607.344,3608.424
0.48183933,0.7033228,m3230_0_sneeze,sneeze,m3230, male,46, India, HI, no,47,101,3608.424,3609.504
0.82998884,0.44428325,f2956_0_sigh,sigh,f2956, female,36, United States of America, EN, no,122,75,3609.504,3610.584
0.5890154,0.033564642,f0738_0_sniff,sniff,f0738, female,22, United States of America, EN, no,49,3,3610.584,3611.664
0.69044113,0.5481391,m1544_0_laughter,laughter,m1544, male,46, India, HI, no,99,87,3611.664,3612.744
0.45482022,0.80924827,m2518_0_cough,cough,m2518, male,25, Canada, EN, no,39,119,3612.744,3613.824
0.55556715,0.93004024,f1158_0_cough,cough,f1158, female,24, United States of America, EN, no,71,134,3613.824,3614.904
0.60830754,0.4216952,f2285_0_sneeze,sneeze,f2285, female,26, United States of America, EN, no,73,58,3614.904,3615.984
0.84344035,0.6719349,m2910_0_throatclearing,throatclearing,m2910, male,28, United States of America, EN, no,139,98,3615.984,3617.064
0.71799636,0.35598758,m1527_0_throatclearing,throatclearing,m1527, male,28, United States of America, EN, no,98,48,3617.064,3618.144
0.7726184,0.36222816,m1600_0_sigh,sigh,m1600, male,28, Brazil, PT, no,106,51,3618.144,3619.224
0.4475502,0.8619359,m2048_0_cough,cough,m2048, male,29, United States of America, EN, no,33,132,3619.224,3620.304
0.6897832,0.031043334,o1357_0_sniff,sniff,o1357, other,21, United States of America, EN, no,97,4,3620.304,3621.384
0.9060904,0.36933425,f1401_0_sigh,sigh,f1401, female,33, United States of America, EN, no,130,61,3621.384,3622.464
0.535797,0.93265676,f1408_0_cough,cough,f1408, female,25, Brazil, PT, no,63,134,3622.464,3623.544
0.60275614,0.8205468,f1995_0_sneeze,sneeze,f1995, female,39, India, EN, yes,83,120,3623.544,3624.624
0.23839687,0.46263137,m2919_0_laughter,laughter,m2919, male,30, United States of America, EN, no,27,53,3624.624,3625.704
0.54540753,0.4394922,f0061_0_sneeze,sneeze,f0061, female,22, Brazil, PT, no,57,58,3625.704,3626.784
0.6110598,0.5557065,m0920_0_sneeze,sneeze,m0920, male,36, India, HI, no,76,86,3626.784,3627.864
0.651598,0.5631686,f1534_0_sneeze,sneeze,f1534, female,24, United States of America, VI, no,92,88,3627.864,3628.944
0.5810526,0.873033,f0925_0_cough,cough,f0925, female,29, United States of America, EN, no,78,127,3628.944,3630.024
0.73042536,0.8101114,f0409_0_throatclearing,throatclearing,f0409, female,29, Brazil, PT, no,117,134,3630.024,3631.104
0.034911443,0.5183713,m3210_0_laughter,laughter,m3210, male,45, Italy, FR, no,0,80,3631.104,3632.184
0.7417367,0.46381658,f0460_0_sigh,sigh,f0460, female,25, Brazil, PT, no,104,70,3632.184,3633.264
0.052702963,0.48279583,m3205_0_laughter,laughter,m3205, male,55, United States of America, EN, no,3,61,3633.264,3634.344
0.4057344,0.79968333,m1422_0_cough,cough,m1422, male,51, United Kingdom, EN, no,24,118,3634.344,3635.424
0.60317284,0.8504728,m3295_0_cough,cough,m3295, male,28, India, TA, yes,85,126,3635.424,3636.504
0.5373325,0.75828534,m0230_0_cough,cough,m0230, male,22, United States of America, EN, no,63,113,3636.504,3637.584
0.40318346,0.83558345,m2487_0_cough,cough,m2487, male,30, India, TA, no,21,128,3637.584,3638.664
0.47135928,0.8716139,m1172_0_cough,cough,m1172, male,27, India, EN, no,42,131,3638.664,3639.744
0.6111771,0.88921005,f0385_0_cough,cough,f0385, female,40, India, HI, no,96,134,3639.744,3640.824
0.7767406,0.6084462,m1162_0_sigh,sigh,m1162, male,66, United States of America, EN, no,121,94,3640.824,3641.904
0.5021688,0.6546957,m0760_0_cough,cough,m0760, male,28, United States of America, EN, no,51,94,3641.904,3642.984
0.5366325,0.2274796,f3352_0_sniff,sniff,f3352, female,46, United States of America, EN, no,36,25,3642.984,3643.848
0.56502986,0.22629212,m0712_0_sniff,sniff,m0712, male,64, United States of America, EN, no,48,28,3643.848,3644.928
0.15008388,0.52155447,m0372_0_laughter,laughter,m0372, male,34, India, GU, no,16,81,3644.928,3646.008
0.81254256,0.77804124,f1440_0_throatclearing,throatclearing,f1440, female,20, United States of America, EN, no,135,128,3646.008,3647.088
0.609309,0.93287635,o1897_0_cough,cough,o1897, other,22, United States of America, EN, no,100,139,3647.088,3648.168
0.03819397,0.5310192,m0367_0_laughter,laughter,m0367, male,31, United States of America, EN, no,1,87,3648.168,3649.248
0.81367034,0.6788873,m0609_1_throatclearing,throatclearing,m0609, male,25, Brazil, PT, no,129,103,3649.248,3650.328
0.8261298,0.68898505,m0180_0_throatclearing,throatclearing,m0180, male,30, United States of America, EN, no,132,106,3650.328,3651.408
0.633755,0.7111947,m2831_0_throatclearing,throatclearing,m2831, male,25, Brazil, PT, no,90,108,3651.408,3652.488
0.49171364,0.42247787,m0965_1_cough,cough,m0965, male,30, India, ML, no,45,50,3652.488,3653.568
0.55238605,0.44651428,m3315_0_sneeze,sneeze,m3315, male,37, Canada, FR, no,60,60,3653.568,3654.648
0.620874,0.07654704,m2128_0_sniff,sniff,m2128, male,28, India, HI, no,67,9,3654.648,3655.728
0.5851621,0.48973063,m2615_0_sneeze,sneeze,m2615, male,39, United States of America, EN, no,69,71,3655.728,3656.808
0.74804664,0.43845636,m0720_0_sigh,sigh,m0720, male,56, United States of America, EN, no,105,66,3656.808,3657.888
0.12942861,0.49222508,m1383_0_laughter,laughter,m1383, male,42, India, TA, no,14,65,3657.888,3658.968
0.1299852,0.4249997,f0138_0_laughter,laughter,f0138, female,24, United States of America, EN, no,14,44,3658.968,3660.048
0.65142226,0.57070935,m2640_0_sneeze,sneeze,m2640, male,21, United States of America, EN, no,92,89,3660.048,3661.128
0.48865628,0.86793816,m3218_0_cough,cough,m3218, male,27, United States of America, EN, no,50,128,3661.128,3662.208
0.09205531,0.3784384,f0800_1_laughter,laughter,f0800, female,31, United States of America, EN, no,8,21,3662.208,3663.288
0.64313406,0.70849496,m0173_0_throatclearing,throatclearing,m0173, male,40, United States of America, EN, no,92,108,3663.288,3664.368
0.9476765,0.23046646,f1540_0_sigh,sigh,f1540, female,30, United States of America, EN, no,137,16,3664.368,3665.448
0.18905717,0.3928649,f0888_0_laughter,laughter,f0888, female,34, United States of America, EN, no,24,31,3665.448,3666.528
0.6033045,0.36306596,m0805_0_sneeze,sneeze,m0805, male,35, India, TA, no,67,47,3666.528,3667.608
0.17248735,0.4499596,f2679_0_laughter,laughter,f2679, female,61, United States of America, EN, no,20,52,3667.608,3668.688
0.8671083,0.2111586,m2698_0_sigh,sigh,m2698, male,50, France, FR, yes,126,11,3668.688,3669.768
0.1655442,0.43512538,f1381_0_laughter,laughter,f1381, female,24, United States of America, EN, no,19,46,3669.768,3670.848
0.56196195,0.6822818,m0719_0_throatclearing,throatclearing,m0719, male,29, United States of America, SW, no,68,100,3670.848,3671.928
0.42996803,0.81937486,m0672_0_cough,cough,m0672, male,18, United Kingdom, EN, no,29,122,3671.928,3673.008
0.65343,0.040298488,f3240_0_sniff,sniff,f3240, female,35, United States of America, ES, no,79,5,3673.008,3674.088
0.54640466,0.9551392,f1485_0_cough,cough,f1485, female,36, United States of America, EN, no,68,139,3674.088,3675.168
0.47858047,0.96124566,f3232_0_cough,cough,f3232, female,31, United States of America, EN, no,36,140,3675.168,3676.248
0.5521049,0.95687795,f2558_1_cough,cough,f2558, female,22, United States of America, EN, no,72,139,3676.248,3677.328
0.3678981,0.83378685,m1060_0_cough,cough,m1060, male,37, United States of America, EN, no,10,130,3677.328,3678.408
0.13184403,0.43646148,f0370_0_laughter,laughter,f0370, female,32, United States of America, ID, no,14,47,3678.408,3679.488
0.556224,0.24378045,f2452_0_sniff,sniff,f2452, female,38, United States of America, EN, no,49,30,3679.488,3680.568
0.77058226,0.31036383,m0042_0_sigh,sigh,m0042, male,31, Brazil, PT, no,107,41,3680.568,3681.648
0.76036286,0.1532016,m1012_0_sniff,sniff,m1012, male,32, Italy, IT, no,114,12,3681.648,3682.728
0.46293893,0.69217783,m0322_0_cough,cough,m0322, male,44, United States of America, EN, no,40,99,3682.728,3683.808
0.8838186,0.26163584,m2387_0_sigh,sigh,m2387, male,36, United States of America, EN, no,122,31,3683.808,3684.888
0.3610126,0.7976035,m2595_0_cough,cough,m2595, male,38, United Kingdom, EN, no,11,119,3684.888,3685.968
0.33258903,0.6015778,m1530_0_cough,cough,m1530, male,24, India, EN, no,23,99,3685.968,3687.048
0.62689346,0.058489807,f2102_0_sniff,sniff,f2102, female,63, United States of America, EN, no,68,6,3687.048,3688.128
0.4197374,0.8791344,f2170_0_cough,cough,f2170, female,29, United States of America, EN, no,22,137,3688.128,3689.208
0.86742026,0.460324,f2186_0_sigh,sigh,f2186, female,24, United States of America, EN, no,135,89,3689.208,3690.108
0.7619902,0.30808407,m1542_0_sniff,sniff,m1542, male,29, India, EN, no,103,40,3690.108,3691.188
0.5544893,0.044096507,m1694_0_sniff,sniff,m1694, male,42, United Kingdom, EN, no,26,2,3691.188,3692.268
0.43275693,0.8577425,m3051_0_cough,cough,m3051, male,47, United States of America, EN, no,28,131,3692.268,3693.348
0.5432126,0.050984155,f0463_0_sniff,sniff,f0463, female,36, Brazil, EN, no,19,1,3693.348,3694.428
0.6488459,0.39957866,m2131_0_sneeze,sneeze,m2131, male,42, United States of America, EN, no,85,56,3694.428,3695.508
0.8943987,0.45595354,f1068_0_sigh,sigh,f1068, female,31, India, HI, no,140,91,3695.508,3696.588
0.84155846,0.44956845,f0274_0_sigh,sigh,f0274, female,40, United States of America, EN, no,125,78,3696.588,3697.668
0.18250851,0.44506812,f2030_0_laughter,laughter,f2030, female,26, United States of America, EN, no,22,51,3697.668,3698.748
0.6117485,0.15022844,m3023_0_sniff,sniff,m3023, male,21, Brazil, PT, no,62,19,3698.748,3699.828
0.9224185,0.20052887,m1269_0_sigh,sigh,m1269, male,53, India, TA, no,134,5,3699.828,3700.908
0.78205466,0.3236255,m0075_0_sigh,sigh,m0075, male,40, India, HI, no,108,43,3700.908,3701.988
0.7482727,0.67634606,m1062_0_throatclearing,throatclearing,m1062, male,31, India, ML, no,113,102,3701.988,3703.068
0.6107311,0.4531817,f3184_0_sneeze,sneeze,f3184, female,25, United States of America, EN, no,75,64,3703.068,3704.148
0.48163843,0.94850516,f0569_1_cough,cough,f0569, female,42, United States of America, EN, no,38,138,3704.148,3705.228
0.5502532,0.37333325,m2631_0_sniff,sniff,m2631, male,23, Brazil, PT, no,54,44,3705.228,3706.308
0.17359085,0.5023919,m0766_0_laughter,laughter,m0766, male,43, India, ML, no,18,70,3706.308,3707.388
0.57020545,0.10812458,f2784_0_sniff,sniff,f2784, female,38, United States of America, EN, no,39,12,3707.388,3708.468
0.1279121,0.4852208,m2982_0_laughter,laughter,m2982, male,24, United States of America, EN, no,13,61,3708.468,3709.548
0.5750129,0.27448955,f1721_0_sniff,sniff,f1721, female,27, United States of America, EN, no,57,35,3709.548,3710.628
0.4854374,0.49778074,f2825_0_sneeze,sneeze,f2825, female,25, Brazil, PT, no,44,73,3710.628,3711.708
0.6206407,0.16314691,f3196_0_sniff,sniff,f3196, female,30, United States of America, EN, no,68,21,3711.708,3712.788
0.6447677,0.70313984,m0760_0_throatclearing,throatclearing,m0760, male,28, United States of America, EN, no,92,107,3712.788,3713.868
0.53528166,0.23849761,m2361_0_sniff,sniff,m2361, male,23, United States of America, EN, no,38,27,3713.868,3714.948
0.19631325,0.50676554,m2997_0_laughter,laughter,m2997, male,32, India, TE, no,22,71,3714.948,3716.028
0.848015,0.34733653,m1797_0_laughter,laughter,m1797, male,23, Spain, ES, no,116,49,3716.028,3717.108
0.45465928,0.93544203,f2806_0_cough,cough,f2806, female,36, Canada, HI, no,30,139,3717.108,3718.188
0.6177399,0.15268773,f1964_2_sniff,sniff,f1964, female,43, United States of America, EN, no,65,19,3718.188,3719.268
0.7672775,0.6931982,m1091_0_throatclearing,throatclearing,m1091, male,20, Italy, IT, no,118,108,3719.268,3720.348
0.89318746,0.38419113,m1776_0_sigh,sigh,m1776, male,30, United States of America, EN, no,129,65,3720.348,3721.428
0.7604884,0.6750526,m1215_0_throatclearing,throatclearing,m1215, male,33, India, TA, no,117,102,3721.428,3722.364
